,index,artist_name,track_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in_min_ms,time_signature,genre
1077,1605,Skids,Into The Valley,45.0,0.332,0.707,7.0,-12.698,1,0.0361,1.2e-05,0.00612,0.11,0.652,144.815,199467.0,4,Indie_Alt
1078,1606,Shlomi Shabat,◊û◊î ◊ê◊™◊î ◊¢◊ï◊ë◊®,40.0,0.681,0.341,10.0,-9.803,1,0.0369,0.844,3.2e-05,0.0982,0.222,123.867,202991.0,4,Blues
1079,1608,Greta Van Fleet,Anthem,56.0,0.609,0.536,11.0,-8.076,1,0.0375,0.372,0.000484,0.108,0.469,154.067,281307.0,4,Rock
1080,1609,Adria Kain,Alone In Kenzo,51.0,0.76,0.387,7.0,-7.389,0,0.0277,0.406,0.00341,0.111,0.158,107.998,198512.0,4,Rock
1081,1610,Twist,Going Home,35.0,0.614,0.389,4.0,-7.638,1,0.0273,0.0452,0.206,0.1,0.389,103.995,281859.0,4,Metal
1082,1613,INXS,Guns In The Sky,41.0,0.651,0.847,4.0,-5.037,1,0.0683,0.0418,3.04e-05,0.0795,0.655,100.953,141667.0,4,Alt_Music
1083,1614,Volga,Sister,31.0,0.555,0.662,7.0,-8.373,1,0.0379,0.102,0.0317,0.101,0.271,84.875,137520.0,4,Indie_Alt
1084,1617,Rising Insane,Meant to Live,41.0,0.453,0.978,4.0,-5.468,0,0.0752,2.69e-05,0.000109,0.0698,0.308,141.979,233239.0,4,Metal
1085,1618,KAHLLA,Anything at All,28.0,0.653,0.722,11.0,-7.481,0,0.077,0.519,0.145,0.177,0.687,160.021,204000.0,4,Blues
1086,1619,Death From Above 1979,One + One,49.0,0.508,0.797,8.0,-8.07,1,0.123,0.000457,0.0539,0.095,0.516,149.969,226296.0,4,Rock
1087,1622,Manna Dey,Ae Bhai Zara Dekh Ke Chalo,22.0,0.429,0.835,8.0,-8.69,0,0.166,0.655,0.383,0.192,0.417,86.227,6.03445,4,Bollywood
1088,1623,America,A Horse with No Name,77.0,0.654,0.506,11.0,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240.0,4,Rock
1089,1624,Royal Blood,Oblivion,68.0,0.642,0.823,4.0,-3.68,0,0.0612,0.000281,0.00211,0.216,0.826,112.005,161253.0,4,Rock
1090,1626,Sepultura,Roots Bloody Roots,61.0,0.428,0.874,4.0,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,212253.0,4,Rock
1091,1628,Okolo Poludnya,Gulyat,28.0,0.641,0.924,2.0,-5.976,1,0.2,0.012,0.361,0.266,0.57,140.004,326143.0,4,Blues
1092,1629,TaTTu,Indian Tales - Love Is in the Rain,14.0,0.519,0.542,1.0,-7.99,1,0.0481,0.491,0.251,0.355,0.162,140.09,4.114283333,4,Acoustic/Folk
1093,1630,CSS,"Music Is My Hot, Hot Sex",44.0,0.741,0.717,8.0,-5.578,0,0.0446,0.016,0.00126,0.0607,0.899,100.011,187027.0,4,Rock
1094,1631,Bruce Springsteen,Tougher Than the Rest,61.0,0.6,0.514,5.0,-11.178,1,0.0249,0.2,0.000774,0.107,0.603,98.957,4.56445,4,Bollywood
1095,1632,Reignwolf,Over & Over,48.0,0.476,0.861,10.0,-7.358,0,0.5,0.0169,0.000287,0.237,0.0861,95.231,209029.0,4,Metal
1096,1633,Bullet For My Valentine,Waking the Demon,48.0,0.306,0.995,2.0,-3.203,1,0.1,2.98e-05,0.00859,0.254,0.135,127.908,247693.0,4,Metal
1097,1634,The Jam,The Eton Rifles - Single Edit,37.0,0.424,0.873,9.0,-6.13,0,0.0434,0.00451,0.0202,0.109,0.82,157.403,208041.0,4,Indie_Alt
1098,1635,HOKO,Big Mistake,41.0,0.572,0.697,7.0,-6.352,1,0.269,0.00083,0.0307,0.0752,0.446,183.82,152413.0,4,Rock
1099,1637,Ravid Plotnik,◊û◊û◊©◊ú◊î ◊ñ◊î ◊§◊©◊¢ ◊û◊ê◊ï◊®◊í◊ü (◊†◊¶'◊ô ◊†◊¶'),31.0,0.475,0.499,5.0,-7.569,0,0.0681,0.279,3.58e-05,0.453,0.338,109.689,209853.0,1,Pop
1100,1638,Megadeth,A Tout Le Monde - Remastered 2004,64.0,0.272,0.747,5.0,-4.86,0,0.0401,0.000393,4.03e-05,0.16,0.255,202.777,262133.0,4,Rock
1101,1643,Jeremiah Fraites,Arrival,39.0,0.467,0.117,11.0,-24.746,0,0.0345,0.977,0.886,0.0947,0.199,126.188,273707.0,4,Indie_Alt
1102,1645,Elvis Presley,Heartbreak Hotel,60.0,0.696,0.21,4.0,-11.922,1,0.067,0.84,1.62e-06,0.107,0.717,93.543,2.126,4,Bollywood
1103,1649,Cajun Dance Party,Amylase,42.0,0.105,0.947,5.0,-1.767,1,0.0806,0.00061,4.61e-05,0.0911,0.339,160.817,221507.0,4,Indie_Alt
1104,1650,Hellripper,Beyond the Convent Walls,25.0,0.213,0.997,1.0,-2.812,1,0.254,0.000205,0.000857,0.0648,0.0375,97.048,269487.0,4,Metal
1105,1651,Ozzy Osbourne,Crazy Train,78.0,0.454,0.913,9.0,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183.0,4,Metal
1106,1653,Jesse Roper,The Hurricane's Eye,40.0,0.357,0.658,9.0,-8.197,1,0.0621,0.0078,0.00274,0.132,0.227,164.221,215912.0,4,Alt_Music
1107,1654,The OBGMs,Outsah,32.0,0.46,0.949,7.0,-5.59,1,0.084,0.00141,0.304,0.234,0.214,146.051,113752.0,4,Alt_Music
1108,1655,Brandon Flowers,Only The Young,55.0,0.616,0.549,10.0,-7.489,0,0.0254,0.313,0.0505,0.13,0.179,92.378,258533.0,4,Rock
1109,1657,Grand Wizard Theodore,Subway Theme,35.0,0.829,0.852,2.0,-4.655,1,0.346,0.351,0.000109,0.324,0.713,103.127,173307.0,4,HipHop
1110,1660,Gun,Better Days,42.0,0.494,0.656,9.0,-8.672,1,0.138,0.505,0.00044,0.371,0.331,86.154,232013.0,4,Pop
1111,1661,Robert Cray,This Man,49.0,0.759,0.852,10.0,-6.535,0,0.0448,0.774,0.0267,0.0917,0.889,80.619,306533.0,4,Blues
1112,1663,Brandon Jack & The Artifacts,four days,29.0,0.516,0.948,2.0,-3.994,1,0.0644,0.0279,0.0564,0.15,0.957,170.087,130329.0,4,Alt_Music
1113,1664,Talking Heads,Psycho Killer - 2005 Remaster,73.0,0.721,0.521,2.0,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413.0,4,Indie_Alt
1114,1665,Lomelda,Wonder,41.0,0.505,0.497,1.0,-8.672,1,0.0259,0.142,0.0343,0.0944,0.693,77.503,131630.0,3,Rock
1115,1666,Big Walter Horton,Have A Good Time,31.0,0.642,0.599,11.0,-14.734,0,0.277,0.0146,0.00238,0.164,0.889,155.9,228533.0,4,Blues
1116,1668,Fibre,Here's to You,39.0,0.674,0.843,1.0,-7.247,1,0.198,0.347,0.425,0.289,0.468,120.976,188926.0,4,Indie_Alt
1117,1669,Olivia Lunny,Bedsheets,43.0,0.531,0.387,3.0,-12.846,1,0.0408,0.164,0.000312,0.106,0.369,98.021,174333.0,1,Blues
1118,1672,Molchat Doma,–ù–µ –°–º–µ—à–Ω–æ / Ne Smeshno,41.0,0.632,0.786,10.0,-9.329,0,0.0578,0.117,0.913,0.127,0.551,123.002,232120.0,4,Indie_Alt
1119,1674,Tunde Jegede,Duga,34.0,0.45,0.0574,2.0,-23.568,0,0.039,0.972,0.923,0.0775,0.281,109.197,2.601466667,4,Instrumental
1120,1675,The Strokes,Someday,67.0,0.542,0.531,9.0,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,183391.0,4,Alt_Music
1121,1676,Pinkshinyultrablast,Dance AM,33.0,0.556,0.607,10.0,-8.302,1,0.0456,0.000542,0.00235,0.0781,0.283,89.957,272498.0,4,Indie_Alt
1122,1677,Janis Joplin,Me and Bobby McGee,71.0,0.43,0.463,2.0,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,4.52221667,4,Rock
1123,1679,MGMT,Time to Pretend,72.0,0.438,0.94,2.0,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000.0,3,Metal
1124,1680,"Udit Narayan, Sadhana Sargam",Humne Ghar Chhoda Hai,37.0,0.377,0.671,9.0,-11.217,0,0.0564,0.793,0.00275,0.44,0.442,98.968,6.28445,4,Bollywood
1125,1682,The Mars Volta,Roulette Dares (The Haunt Of) - Unfinished Original Recordings Of De-Loused In The Comatorium,44.0,0.156,0.947,9.0,-3.837,0,0.207,0.000445,0.00378,0.246,0.19,172.862,397982.0,3,Metal
1126,1683,Ronnie Baker Brooks,Come On Up (feat. Felix Cavaliere & Lee Roy Parnell),13.0,0.543,0.946,10.0,-4.454,0,0.13,0.00963,0.00201,0.0665,0.556,143.596,233560.0,4,Rock
1127,1684,Vagabon,Water Me Down,52.0,0.792,0.723,1.0,-9.673,0,0.0469,0.361,0.0919,0.103,0.19,115.425,272230.0,4,Indie_Alt
1128,1685,BENEE,Kool,59.0,0.911,0.811,11.0,-3.637,1,0.0509,0.00492,6.21e-06,0.209,0.97,119.054,168737.0,4,Pop
1129,1687,The Used,"Paradise Lost, a poem by John Milton",48.0,0.521,0.961,6.0,-3.277,1,0.129,0.00581,0.000371,0.042,0.365,134.973,167920.0,4,Blues
1130,1689,Tears For Fears,Mad World,65.0,0.647,0.896,4.0,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729,215400.0,4,Indie_Alt
1131,1690,Coldplay,Higher Power - Acoustic Version,62.0,0.525,0.649,5.0,-7.483,1,0.027,0.536,5.24e-05,0.322,0.597,89.013,3.5738,4,Coutnry
1132,1691,Staind,It's Been Awhile - Acoustic,51.0,0.64,0.54,11.0,-7.561,0,0.0262,0.112,5.32e-05,0.165,0.0621,113.835,270773.0,4,Indie_Alt
1133,1693,Lil Jon & The East Side Boyz,What U Gon' Do,59.0,0.838,0.724,1.0,-6.9,0,0.242,7.68e-05,1.02e-06,0.162,0.537,150.192,320187.0,4,HipHop
1134,1694,The Replacements,I Will Dare,47.0,0.456,0.857,7.0,-5.854,1,0.0833,0.00157,0.0344,0.333,0.559,167.709,197427.0,4,Alt_Music
1135,1695,Kayzo,Breakdown,49.0,0.447,0.988,2.0,-0.846,1,0.446,0.0164,0.000833,0.0727,0.113,179.968,249333.0,4,Alt_Music
1136,1697,Bereft of the Myth,"Thad Kopec, Josh Gilligan, Allison Young",35.0,0.746,0.507,9.0,-15.092,1,0.0324,0.134,0.742,0.153,0.485,115.002,2.911333333,4,Acoustic/Folk
1137,1698,"Asha Bhosle, Vinod Rathod",Kitaben Bahut Si,47.0,0.619,0.721,2.0,-7.53,0,0.0696,0.423,8.56e-05,0.0587,0.808,97.32,6.489783333,4,Bollywood
1138,1699,McCoy Tyner,When Sunny Gets Blue,58.0,0.427,0.114,2.0,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,4.705333333,4,Instrumental
1139,1701,Flowdan,Come From,31.0,0.588,0.598,2.0,-9.455,1,0.295,0.303,0.00261,0.111,0.344,130.027,162000.0,4,Indie_Alt
1140,1702,Giant Rooks,Misinterpretations,35.0,0.53,0.869,10.0,-3.542,0,0.0425,0.0199,0.000365,0.13,0.531,153.059,292733.0,4,Blues
1141,1703,Bobby Lee Trammell,Shirley Lee,24.0,0.639,0.849,9.0,-6.595,1,0.0442,0.675,0.013,0.0999,0.971,105.922,107800.0,4,Indie_Alt
1142,1704,Eden Hason,◊¶◊ô◊§◊ï◊® ◊û◊ì◊ë◊®,48.0,0.732,0.697,10.0,-6.532,0,0.0431,0.172,0.000421,0.12,0.353,113.98,231842.0,4,Indie_Alt
1143,1707,Submarine in Space,Take Off,15.0,0.446,0.527,8.0,-10.411,0,0.0307,0.483,0.908,0.059,0.258,82.858,461311.0,4,Rock
1144,1708,Trouble so Hard,Amythyst Kiah & Her Chest of Glass,35.0,0.42,0.462,7.0,-7.422,1,0.0276,0.0669,3.22e-05,0.109,0.129,156.07,6.042133333,4,Rock
1145,1709,Hanan Ben Ari,◊®◊í◊¢,36.0,0.563,0.799,5.0,-6.535,1,0.0527,0.0858,1.86e-06,0.139,0.547,124.892,197055.0,4,Alt_Music
1146,1710,Amon D√º√ºl II,Archangel Thunderbird,38.0,0.475,0.446,7.0,-12.636,1,0.0376,0.0074,2.82e-05,0.558,0.414,115.731,213400.0,4,Rock
1147,1711,The White Stripes,Fell in Love with a Girl,71.0,0.323,0.982,9.0,-1.742,0,0.113,0.706,5.93e-05,0.853,0.365,95.517,110093.0,4,Indie_Alt
1148,1712,Free,Wishing Well,54.0,0.498,0.72,4.0,-10.533,0,0.0674,0.14,0.000252,0.38,0.576,121.892,220147.0,4,Indie_Alt
1149,1715,M√∂rk Gryning,Existence in a Dream,25.0,0.348,0.949,4.0,-8.801,1,0.0677,2.06e-06,0.728,0.0955,0.079,94.944,192283.0,3,Metal
1150,1718,North Mississippi Allstars,Shake 'Em On Down,17.0,0.676,0.869,7.0,-7.771,1,0.0864,0.0112,0.000179,0.213,0.698,123.586,248960.0,4,Indie_Alt
1151,1720,Intervals,String Theory,46.0,0.441,0.964,7.0,-5.51,1,0.119,0.00021,0.928,0.407,0.472,179.958,296547.0,3,Metal
1152,1721,Stevie Ray Vaughan,Riviera Paradise,52.0,0.526,0.214,8.0,-18.89,0,0.0358,0.754,0.782,0.334,0.203,116.743,528600.0,4,Metal
1153,1722,Cuco,Forevermore,62.0,0.711,0.604,9.0,-7.376,1,0.0331,0.719,0.939,0.134,0.44,75.036,174622.0,4,Pop
1154,1724,Radiohead,Just,63.0,0.291,0.767,7.0,-6.913,0,0.0862,0.000401,0.012,0.0763,0.359,175.702,234800.0,4,Alt_Music
1155,1726,Coldplay,See You Soon,62.0,0.369,0.295,4.0,-12.779,1,0.0351,0.657,1.54e-05,0.107,0.211,92.226,171373.0,4,Rock
1156,1727,Tamaryn,Love Fade,40.0,0.427,0.912,7.0,-4.594,1,0.0445,0.12,0.896,0.357,0.188,117.954,220760.0,4,Indie_Alt
1157,1728,Icon of Sin,Icon of Sin,31.0,0.414,0.957,6.0,-7.654,0,0.078,0.023,0.00204,0.226,0.399,185.129,347742.0,4,Pop
1158,1731,Aldous Harding,The Barrel,62.0,0.732,0.408,11.0,-8.475,1,0.036,0.747,0.000229,0.069,0.663,87.015,299440.0,4,Alt_Music
1159,1732,ERRA,House of Glass,51.0,0.509,0.993,6.0,-3.578,1,0.178,1.01e-05,0.415,0.829,0.457,130.014,260383.0,4,Metal
1160,1735,Hey! Douglas,E≈ükƒ±ya,31.0,0.722,0.716,7.0,-7.977,1,0.0439,0.399,0.759,0.0762,0.536,99.98,259225.0,3,Alt_Music
1161,1737,Conway Twitty,You've Never Been This Far Before,36.0,0.469,0.235,10.0,-14.399,1,0.0336,0.694,0.153,0.0962,0.52,138.522,3.032216667,4,Acoustic/Folk
1162,1738,Tygers Of Pan Tang,Keeping Me Alive,35.0,0.542,0.869,9.0,-5.444,0,0.0445,0.000212,0.000548,0.0742,0.173,80.011,328067.0,4,Pop
1163,1739,Gengahr,Heavenly Maybe,54.0,0.655,0.744,1.0,-6.668,1,0.0368,0.00864,0.00353,0.301,0.902,109.991,206960.0,4,Pop
1164,1740,Aerosmith,Permanent Vacation,37.0,0.516,0.971,2.0,-4.619,1,0.063,0.0536,2.88e-05,0.37,0.805,134.662,289067.0,4,Rock
1165,1742,Ryan Beatty,Evergreen,57.0,0.586,0.563,10.0,-8.366,1,0.054,0.25,0.000687,0.113,0.283,82.791,224347.0,4,Rock
1166,1745,Sports Team,Happy (God's Own Country),49.0,0.464,0.919,1.0,-2.497,1,0.111,0.00315,0.000497,0.154,0.703,167.865,151588.0,4,Alt_Music
1167,1746,Miley Cyrus,Midnight Sky,79.0,0.705,0.814,4.0,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0,223279.0,4,Rock
1168,1747,Roll The Bones,Shakey Graves,39.0,0.582,0.373,7.0,-12.826,1,0.0326,0.803,0.0705,0.112,0.182,113.218,4.0712,4,Acoustic/Folk
1169,1748,"Johann Sebastian Bach, Yo-Yo Ma","Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",66.0,0.275,0.157,7.0,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,2.538,4,Instrumental
1170,1750,Perfume Genius,Queen,53.0,0.418,0.547,1.0,-4.932,1,0.0295,0.211,0.0443,0.188,0.13,131.983,230720.0,4,Rock
1171,1751,DJ BORING,Gardenia,37.0,0.684,0.691,4.0,-8.905,0,0.0522,0.000453,0.867,0.0593,0.554,124.007,330458.0,4,Alt_Music
1172,1753,The Cure,Apart,46.0,0.549,0.425,9.0,-15.87,0,0.0292,0.404,0.337,0.362,0.507,82.101,393987.0,4,Blues
1173,1754,Sisters of Mercy,Alice,45.0,0.501,0.67,11.0,-7.683,0,0.0589,0.000509,0.869,0.0928,0.504,146.204,214936.0,4,Alt_Music
1174,1755,Dave Stewart,I Know How You Feel,34.0,0.454,0.506,6.0,-10.104,1,0.0377,0.419,0.000136,0.212,0.058,81.931,155864.0,4,Pop
1175,1757,Dirty Mac,Yer Blues - Live,24.0,0.405,0.871,8.0,-8.399,1,0.0964,0.00464,0.0604,0.665,0.759,111.93,266600.0,4,Blues
1176,1758,Ronnie Atkins,Real,32.0,0.494,0.967,9.0,-6.492,1,0.0545,0.000245,3.93e-06,0.396,0.595,126.052,238960.0,4,Rock
1177,1759,Sara Evans,Born to Fly,56.0,0.612,0.663,1.0,-9.314,1,0.035,0.00931,0.0152,0.0637,0.558,100.178,5.606,4,Rock
1178,1761,Grandmaster Flash & The Furious Five,Scorpio,28.0,0.835,0.659,10.0,-13.095,0,0.0617,0.00326,0.685,0.389,0.629,122.76,294107.0,4,Indie_Alt
1179,1763,my bloody valentine,in another way,45.0,0.416,0.821,1.0,-14.309,1,0.101,0.00395,0.947,0.455,0.168,118.303,330907.0,4,Rock
1180,1765,Jimmie Vaughan,Dengue Woman Blues,44.0,0.393,0.358,5.0,-9.598,0,0.0471,0.33,0.0313,0.12,0.598,180.075,383760.0,3,Blues
1181,1766,Ryan Woods,how i'm feeling,51.0,0.379,0.314,6.0,-9.05,1,0.0499,0.622,2.16e-06,0.127,0.165,134.032,171000.0,3,Pop
1182,1767,Black Veil Brides,Fields of Bone,63.0,0.252,0.957,1.0,-2.318,0,0.473,0.00268,0.000451,0.0834,0.192,187.853,199788.0,4,Metal
1183,1771,Bloc Party,Helicopter,59.0,0.47,0.954,11.0,-3.631,0,0.134,0.000159,0.0043,0.405,0.412,170.1,220173.0,4,Indie_Alt
1184,1773,Korn,Word Up!,61.0,0.577,0.94,6.0,-4.439,0,0.0361,2.42e-05,0.0715,0.347,0.818,116.045,172667.0,4,Metal
1185,1776,The Strokes,Reptilia,75.0,0.489,0.649,9.0,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,219827.0,4,Rock
1186,1777,pinkpirate,Laying out Your Web,27.0,0.306,0.0862,2.0,-19.45,1,0.0407,0.981,0.00857,0.105,0.108,82.585,180000.0,4,Blues
1187,1782,The Big Moon,Your Light,54.0,0.595,0.714,7.0,-8.9,1,0.0277,0.00378,0.405,0.242,0.399,128.011,307076.0,4,Alt_Music
1188,1784,Jesse Cook,I Put A Spell On You,34.0,0.42,0.373,1.0,-9.302,0,0.032,0.922,0.0376,0.101,0.322,174.311,178651.0,3,Pop
1189,1785,Supertramp,Fool's Overture,54.0,0.406,0.306,3.0,-10.482,1,0.0372,0.313,0.0079,0.0727,0.073,135.272,652560.0,4,Rock
1190,1786,Daryl Hall & John Oates,You Make My Dreams (Come True),78.0,0.751,0.501,5.0,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190627.0,4,Rock
1191,1789,The Golden Dawn,Starvation,25.0,0.554,0.483,9.0,-20.442,1,0.0319,0.317,0.955,0.222,0.932,127.628,172947.0,4,Pop
1192,1790,Fuzon,Mora Saiyaan,37.0,0.652,0.516,6.0,-9.946,1,0.0315,0.33,0.00073,0.0918,0.417,80.093,6.871116667,4,Bollywood
1193,1791,Honors,Bodied,34.0,0.666,0.535,2.0,-5.854,1,0.0405,0.000526,8.71e-05,0.0189,0.224,99.947,178593.0,4,Indie_Alt
1194,1792,Biffy Clyro,End Of,42.0,0.474,0.956,2.0,-4.442,0,0.0809,0.00124,0.000597,0.114,0.589,168.148,277427.0,3,Indie_Alt
1195,1793,Chiiild,Pirouette,57.0,0.741,0.598,5.0,-7.496,0,0.0271,0.146,0.116,0.321,0.629,91.99,177227.0,4,Rock
1196,1795,"Lata Mangeshkar, C. Ramchandra",Sham Dhale Khidki Tale,12.0,0.525,0.399,5.0,-8.427,1,0.0952,0.949,0.0222,0.0527,0.941,182.621,3.693783333,3,Bollywood
1197,1797,Elderbrook,Talking,64.0,0.897,0.569,8.0,-9.822,1,0.0529,0.0944,0.644,0.108,0.415,114.981,202845.0,4,Alt_Music
1198,1799,La Ramona,Br√≠o,28.0,0.459,0.664,2.0,-5.707,1,0.0551,0.00607,0.000386,0.112,0.172,170.04,216788.0,3,Alt_Music
1199,1801,Oasis,Rock ‚Äòn‚Äô Roll Star - Remastered,49.0,0.315,0.975,4.0,-3.21,1,0.0703,0.000558,0.00145,0.467,0.435,138.215,322947.0,4,Alt_Music
1200,1802,Assaf Amdursky,◊ê◊™ ◊ï◊ê◊†◊ô ◊†◊ï◊°◊¢◊ô◊ù ◊ú◊ê◊ò,39.0,0.537,0.371,2.0,-12.68,1,0.0289,0.634,0.206,0.0928,0.299,143.839,252770.0,4,Pop
1201,1803,"The Paper Kites, Lucy Rose",For All You Give (feat. Lucy Rose),51.0,0.498,0.141,11.0,-17.14,0,0.0386,0.956,0.00348,0.109,0.352,139.099,3.18725,4,Acoustic/Folk
1202,1806,Eyal Golan,◊ú◊ê ◊û◊ë◊ô◊†◊î ◊¢◊ë◊®◊ô◊™,38.0,0.785,0.709,6.0,-5.992,0,0.0399,0.0226,0.00014,0.0889,0.687,128.006,250150.0,4,Alt_Music
1203,1807,"Asha Bhosle, Zeenat Aman, Anil Dhawan",Chura Liya Hai Tumne Jo Dil Ko (with Dialogues),18.0,0.392,0.267,9.0,-12.276,0,0.037,0.943,0.00155,0.111,0.598,81.735,5.23755,4,Bollywood
1204,1809,Veil Of Maya,Viscera,56.0,0.537,0.96,2.0,-3.705,1,0.0594,0.000175,4.25e-06,0.0892,0.382,137.986,220000.0,4,Metal
1205,1814,Young the Giant,My Body,62.0,0.488,0.909,10.0,-6.591,1,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,244400.0,4,Rock
1206,1815,Hollow,Caterpillar,44.0,0.401,0.764,1.0,-5.476,1,0.145,0.00705,0.000142,0.0506,0.109,99.949,205200.0,4,Rock
1207,1818,Efraim Shamir,◊¢◊®◊ë ◊©◊ú ◊ô◊ï◊ù ◊ë◊î◊ô◊®,39.0,0.444,0.554,7.0,-10.946,1,0.0279,0.0087,2.77e-06,0.113,0.427,132.661,307667.0,4,Metal
1208,1820,The Polar Boys,Let Go,35.0,0.581,0.833,3.0,-6.509,1,0.0547,0.114,3.9e-05,0.0748,0.557,170.039,207238.0,4,Indie_Alt
1209,1822,"Alexander Glazunov, Alexander Rudin, Moscow Philharmonic Orchestra, Igor Golovschin","Chant du ménéstrel, Op. 71: Chant du menestrel for Cello and Orchestra, Op. 71",22.0,0.171,0.0167,11.0,-32.52,0,0.0437,0.986,0.798,0.0822,0.1,92.954,4.073333333,3,Instrumental
1210,1823,Mortal Sin,Voyage Of The Disturbed,25.0,0.231,0.988,11.0,-6.128,1,0.215,3.51e-05,0.248,0.0613,0.3,174.865,306453.0,4,Metal
1211,1824,Johnny Rodriguez,Ridin' My Thumb To Mexico,35.0,0.628,0.321,1.0,-9.718,1,0.0292,0.972,1.01e-05,0.253,0.666,90.259,2.103333333,4,Coutnry
1212,1825,All Them Witches,Elk.Blood.Heart,45.0,0.425,0.437,2.0,-8.133,0,0.0354,0.0732,0.00242,0.32,0.137,131.795,352074.0,3,Metal
1213,1826,grandson,We Did It!!!,50.0,0.284,0.789,1.0,-7.927,1,0.473,0.000328,0.00109,0.562,0.597,169.2,168736.0,4,Pop
1214,1827,The Vines,Ride,44.0,0.593,0.938,9.0,-3.075,1,0.0426,0.00189,0.000158,0.0424,0.657,125.925,156213.0,4,Alt_Music
1215,1828,Glass Animals,Life Itself,65.0,0.699,0.67,1.0,-6.219,1,0.0347,0.0147,0.22,0.356,0.556,111.988,281407.0,4,HipHop
1216,1829,Pearl Jam,Do the Evolution,61.0,0.466,0.981,10.0,-5.011,1,0.063,0.00041,0.0108,0.0673,0.325,140.643,231253.0,4,Rock
1217,1830,Black Rebel Motorcycle Club,Spread Your Love,61.0,0.415,0.901,2.0,-3.124,1,0.0428,0.00987,0.361,0.136,0.424,128.216,225333.0,4,Rock
1218,1831,Frances,Eclipse,42.0,0.653,0.335,5.0,-10.068,1,0.0318,0.882,0.00183,0.159,0.108,125.241,154044.0,4,Pop
1219,1834,Wilco,Random Name Generator,39.0,0.621,0.962,2.0,-6.469,1,0.0454,0.282,0.126,0.132,0.653,143.99,229489.0,4,Indie_Alt
1220,1835,Digable Planets,Jettin',49.0,0.843,0.585,1.0,-14.268,1,0.0652,0.64,0.0456,0.131,0.835,91.937,279373.0,4,Blues
1221,1836,KA$HDAMI,Look N The Mirror!,68.0,0.68,0.679,11.0,-9.303,0,0.323,0.868,2.14e-06,0.0981,0.657,95.998,85521.0,3,Pop
1222,1837,Chelsea McGough,Walkabout,38.0,0.508,0.251,7.0,-10.493,1,0.0286,0.562,0.79,0.11,0.122,120.023,251245.0,4,Blues
1223,1838,Agar Agar,Shivers,40.0,0.694,0.401,8.0,-10.796,1,0.0606,0.0372,0.0148,0.104,0.637,77.758,378480.0,1,Blues
1224,1839,Morgan Wallen,Whiskey Glasses,78.0,0.614,0.68,6.0,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,3.905783333,4,Pop
1225,1840,Ember Falls,We Are Become Fire,42.0,0.343,0.99,11.0,-3.967,0,0.175,0.000713,4.76e-06,0.0757,0.128,170.093,264520.0,4,Metal
1226,1843,Paradise Lost,Faith Divides Us - Death Unites Us,46.0,0.495,0.722,6.0,-6.677,0,0.0334,0.000141,0.0367,0.0879,0.219,124.086,263640.0,4,Rock
1227,1845,Justin Townes Earle,If I Was The Devil,57.0,0.535,0.432,5.0,-12.438,1,0.0362,0.843,0.0212,0.108,0.287,89.712,154653.0,4,Pop
1228,1846,CRX,Broken Bones,46.0,0.352,0.571,2.0,-3.801,0,0.0441,3e-05,0.00885,0.125,0.53,99.202,211373.0,3,Rock
1229,1847,The Hives,Tick Tick Boom,23.0,0.554,0.831,9.0,-3.428,0,0.136,0.000545,1.22e-05,0.188,0.254,135.084,222267.0,4,Pop
1230,1850,Healy,Part of Me,55.0,0.874,0.333,11.0,-7.971,1,0.17,0.441,0.0301,0.093,0.593,147.989,201081.0,4,Pop
1231,1852,Children Of Bodom,Platitudes and Barren Words,46.0,0.316,0.963,2.0,-7.237,1,0.0586,6.2e-06,0.185,0.343,0.422,179.965,253613.0,4,Metal
1232,1853,Muddy Waters,Mannish Boy,64.0,0.598,0.735,2.0,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,321133.0,3,Blues
1233,1856,South of Eden,The Talk,40.0,0.3,0.807,8.0,-6.465,1,0.0455,0.00125,0.00683,0.241,0.65,144.703,216504.0,3,Rock
1234,1857,Sharon Van Etten,A Crime (By Big Red Machine),45.0,0.262,0.9,6.0,-4.172,0,0.0523,0.0485,3.99e-05,0.412,0.312,156.051,170321.0,4,Indie_Alt
